2026-03-18 17:20:41,77
2026-03-18 17:20:42,76
2026-03-18 17:20:43,50
2026-03-18 17:20:44,88
2026-03-18 17:20:45,81
2026-03-18 17:20:46,85
2026-03-18 17:20:47,65
2026-03-18 17:20:48,84
2026-03-18 17:20:49,80
2026-03-18 17:20:50,91
2026-03-18 17:20:51,71
2026-03-18 17:20:52,60
2026-03-18 17:20:53,64
2026-03-18 17:20:54,75
2026-03-18 17:20:55,82
2026-03-18 17:20:56,76
2026-03-18 17:20:57,76
2026-03-18 17:20:58,91
2026-03-18 17:20:59,79
2026-03-18 17:21:00,71
2026-03-18 17:21:01,54
2026-03-18 17:21:02,78
2026-03-18 17:21:03,72
2026-03-18 17:21:04,73
2026-03-18 17:21:05,74
2026-03-18 17:21:06,86
2026-03-18 17:21:07,62
2026-03-18 17:21:08,69
2026-03-18 17:21:09,82
2026-03-18 17:21:10,70
2026-03-18 17:21:11,132
2026-03-18 17:21:12,68
2026-03-18 17:21:13,83
2026-03-18 17:21:14,90
2026-03-18 17:21:15,134
2026-03-18 17:21:16,90
2026-03-18 17:21:17,43
2026-03-18 17:21:18,93
2026-03-18 17:21:19,82
2026-03-18 17:21:20,74
2026-03-18 17:21:21,72
2026-03-18 17:21:22,72
2026-03-18 17:21:23,85
2026-03-18 17:21:24,85
2026-03-18 17:21:25,84
2026-03-18 17:21:26,94
2026-03-18 17:21:27,81
2026-03-18 17:21:28,69
2026-03-18 17:21:29,75
2026-03-18 17:21:30,86
2026-03-18 17:21:31,69
2026-03-18 17:21:32,88
2026-03-18 17:21:33,83
2026-03-18 17:21:34,46
2026-03-18 17:21:35,74
2026-03-18 17:21:36,94
2026-03-18 17:21:37,70
2026-03-18 17:21:38,68
2026-03-18 17:21:39,128
2026-03-18 17:21:40,65
2026-03-18 17:21:41,123
2026-03-18 17:21:43,70
2026-03-18 17:21:44,74
2026-03-18 17:21:45,82
2026-03-18 17:21:46,47
2026-03-18 17:21:47,93
2026-03-18 17:21:48,42
2026-03-18 17:21:49,86
2026-03-18 17:21:50,65
2026-03-18 17:21:51,69
2026-03-18 17:21:52,87
2026-03-18 17:21:53,73
2026-03-18 17:21:54,62
2026-03-18 17:21:55,82
2026-03-18 17:21:56,80
2026-03-18 17:21:57,95
2026-03-18 17:21:58,67
2026-03-18 17:21:59,76
2026-03-18 17:22:00,78
2026-03-18 17:22:01,41
2026-03-18 17:22:02,66
2026-03-18 17:22:03,74
2026-03-18 17:22:04,85
2026-03-18 17:22:05,68
2026-03-18 17:22:06,88
2026-03-18 17:22:07,55
2026-03-18 17:22:08,85
2026-03-18 17:22:09,88
2026-03-18 17:22:10,85
2026-03-18 17:22:11,91
2026-03-18 17:22:12,70
2026-03-18 17:22:13,82
2026-03-18 17:22:14,86
2026-03-18 17:22:15,86
2026-03-18 17:22:16,74
2026-03-18 17:22:17,81
2026-03-18 17:22:18,86
2026-03-18 17:22:19,85
2026-03-18 17:22:20,88
2026-03-18 17:22:21,81
2026-03-18 17:22:22,79
2026-03-18 17:22:23,90
2026-03-18 17:22:24,55
2026-03-18 17:22:25,40
2026-03-18 17:22:26,88
2026-03-18 17:22:27,68
2026-03-18 17:22:28,65
2026-03-18 17:22:29,65
2026-03-18 17:22:30,77
2026-03-18 17:22:31,91
2026-03-18 17:22:32,84
2026-03-18 17:22:33,73
2026-03-18 17:22:34,84
2026-03-18 17:22:35,86
2026-03-18 17:22:36,124
2026-03-18 17:22:37,66
2026-03-18 17:22:38,68
2026-03-18 17:22:39,78
2026-03-18 17:22:40,74
2026-03-18 17:22:41,78
2026-03-18 17:22:42,77
2026-03-18 17:22:43,71
2026-03-18 17:22:44,90
2026-03-18 17:22:45,47
2026-03-18 17:22:46,74
2026-03-18 17:22:47,63
2026-03-18 17:22:48,76
2026-03-18 17:22:49,75
2026-03-18 17:22:50,76
2026-03-18 17:22:51,78
2026-03-18 17:22:52,93
2026-03-18 17:22:53,83
2026-03-18 17:22:54,71
2026-03-18 17:22:55,71
2026-03-18 17:22:56,84
2026-03-18 17:22:57,72
2026-03-18 17:22:58,88
2026-03-18 17:22:59,49
2026-03-18 17:23:00,71
2026-03-18 17:23:01,90
2026-03-18 17:23:02,69
2026-03-18 17:23:03,129
2026-03-18 17:23:04,74
2026-03-18 17:23:05,79
2026-03-18 17:23:06,85
2026-03-18 17:23:07,85
2026-03-18 17:23:08,88
2026-03-18 17:23:09,71
2026-03-18 17:23:10,85
2026-03-18 17:23:11,42
2026-03-18 17:23:12,71
2026-03-18 17:23:13,73
2026-03-18 17:23:14,80
2026-03-18 17:23:15,69
2026-03-18 17:23:16,61
2026-03-18 17:23:17,84
2026-03-18 17:23:18,66
2026-03-18 17:23:19,80
2026-03-18 17:23:20,67
2026-03-18 17:23:21,84
2026-03-18 17:23:22,78
2026-03-18 17:23:23,75
2026-03-18 17:23:24,84
2026-03-18 17:23:25,80
2026-03-18 17:23:26,70
2026-03-18 17:23:27,93
2026-03-18 17:23:28,46
2026-03-18 17:23:29,64
2026-03-18 17:23:30,79
2026-03-18 17:23:31,71
2026-03-18 17:23:32,65
2026-03-18 17:23:33,68
2026-03-18 17:23:34,89
2026-03-18 17:23:35,82
2026-03-18 17:23:36,72
2026-03-18 17:23:37,88
2026-03-18 17:23:38,81
2026-03-18 17:23:39,71
2026-03-18 17:23:40,72
2026-03-18 17:23:41,76
2026-03-18 17:23:42,86
2026-03-18 17:23:43,87
2026-03-18 17:23:44,81
2026-03-18 17:23:45,80
2026-03-18 17:23:46,85
2026-03-18 17:23:47,80
2026-03-18 17:23:48,95
2026-03-18 17:23:49,81
2026-03-18 17:23:50,74
2026-03-18 17:23:51,63
2026-03-18 17:23:52,71
2026-03-18 17:23:53,62
2026-03-18 17:23:54,67
2026-03-18 17:23:55,73
2026-03-18 17:23:56,76
2026-03-18 17:23:57,86
2026-03-18 17:23:58,78
2026-03-18 17:23:59,86
2026-03-18 17:24:00,64
2026-03-18 17:24:01,88
2026-03-18 17:24:02,67
2026-03-18 17:24:03,72
2026-03-18 17:24:04,94
2026-03-18 17:24:05,62
2026-03-18 17:24:06,70
2026-03-18 17:24:07,81
2026-03-18 17:24:08,82
2026-03-18 17:24:09,88
2026-03-18 17:24:10,88
2026-03-18 17:24:11,86
2026-03-18 17:24:12,78
2026-03-18 17:24:13,70
2026-03-18 17:24:14,76
2026-03-18 17:24:15,80
2026-03-18 17:24:16,79
2026-03-18 17:24:17,68
2026-03-18 17:24:18,86
2026-03-18 17:24:19,93
2026-03-18 17:24:20,75
2026-03-18 17:24:21,88
2026-03-18 17:24:22,95
2026-03-18 17:24:23,64
2026-03-18 17:24:24,83
2026-03-18 17:24:25,72
2026-03-18 17:24:26,82
2026-03-18 17:24:27,67
2026-03-18 17:24:28,80
2026-03-18 17:24:29,82
2026-03-18 17:24:30,61
2026-03-18 17:24:31,72
2026-03-18 17:24:32,62
2026-03-18 17:24:33,78
2026-03-18 17:24:34,90
2026-03-18 17:24:35,69
2026-03-18 17:24:36,126
2026-03-18 17:24:37,70
2026-03-18 17:24:38,65
2026-03-18 17:24:39,70
2026-03-18 17:24:40,70
2026-03-18 17:24:41,42
2026-03-18 17:24:42,78
2026-03-18 17:24:43,80
